id,title,user_question,best_answer,tags,replies,created_at,llm_answer,summary_question
29436,【待评审】新增资源协作接口及装备定制项支持电子保单信息可编辑控制,,,,[],2026-04-22T07:00:23.900Z,,
29437,【待评审】新增定制化项支持VNC最大会话数定制,,,,[],2026-04-22T07:30:28.244Z,,
29435,【待评审】新增资源协作接口用于承载硬盘和电源颗粒厂商和型号,,,,[],2026-04-22T06:30:18.673Z,,
29434,【待评审】支持RAID卡动态配置最大启动盘数量,,,,[],2026-04-22T06:30:16.493Z,,
29433,【待评审】新增定制化项支持多网口网络配置信息,,,,[],2026-04-22T06:00:11.865Z,,
29432,【待评审】新增资源协作接口属性，支持EthGroup显示BFD检测结果,,,,[],2026-04-22T06:00:10.322Z,,
29431,【待评审】拓展ipmi及cli接口支持BIOS兼容性配置导入,,,,[],2026-04-22T05:30:05.789Z,,
29429,【待评审】支持Fan相关资源适配,,,,[],2026-04-22T05:30:02.580Z,,
29428,【待评审】新增 MultipartUri 后缀定制化项和配置项,,,,[],2026-04-22T04:59:55.945Z,,
29427,【待评审】新增资源协作接口属性，支持查询及配置内存故障预测规则,,,,[],2026-04-22T04:59:54.400Z,,
29425,【待评审】资源协作接口NetworkPortMetrics新增属性,,,方案评审,[],2026-04-22T04:59:51.281Z,,
29416,【待评审】整改network_adapter组件类型定义不合理的属性,,,,[],2026-04-22T03:59:32.259Z,,
29415,【待评审】支持部分安全定制化能力可通过导入导出配置,,,,[],2026-04-22T03:59:30.773Z,,
29400,【待评审】Redfish/web-rest接口新增参数和资源协作接口支持一键导入/导出BMC配置包5,,,,[],2026-04-20T09:18:18.269Z,,
29401,【待评审】新增Redfish标准错误引擎标识IPv6地址冲突,,,,[],2026-04-20T09:19:02.189Z,,
29398,【待评审】新增资源协作接口承载安全特性能力2,,,,[],2026-04-20T09:04:23.669Z,,
29373,【待评审】Redfish/web-rest接口新增参数和资源协作接口支持一键导入/导出BMC配置包4,,,,[],2026-04-16T03:23:46.495Z,,
29377,【待评审】资源协作接口新增RAID卡固件并行升级最大数量属性,,,,[],2026-04-16T03:26:11.657Z,,
29370,UpdateService 资源新增 MultipartHttp 方式 20,,,,[],2026-04-16T02:28:01.967Z,,
29371,【待评审】redfish Thermal资源新增Action和属性22,,,,[],2026-04-16T02:28:30.937Z,,
29372,【待评审】Redfish/web-rest接口新增参数和资源协作接口支持一键导入/导出BMC配置包3,,,,[],2026-04-16T02:28:53.313Z,,
29367,UpdateService 资源新增 MultipartHttp 方式 19,,,,[],2026-04-16T01:56:34.833Z,,
29368,【待评审】redfish Thermal资源新增Action和属性21,,,,[],2026-04-16T01:57:08.291Z,,
29357,UpdateService 资源新增 MultipartHttp 方式 18,,,,[],2026-04-15T10:12:15.222Z,,
29359,【待评审】redfish Thermal资源新增Action和属性20,,,,[],2026-04-15T10:13:31.103Z,,
29360,【待评审】Redfish/web-rest接口新增参数和资源协作接口支持一键导入/导出BMC配置包,,,,[],2026-04-15T11:11:54.989Z,,
29361,【待评审】新增redfish接口查询和设置DPU卡是否独立控制电源状态,,,,[],2026-04-15T11:12:59.993Z,,
29362,【待评审】支持Redfish接口查询待生效固件的描述信息,,,,[],2026-04-15T11:13:57.288Z,,
29358,【待评审】新增资源协作接口承载安全特性能力 2,,,,[],2026-04-15T10:12:48.678Z,,
29499,【待评审】redfish Thermal资源新增Action和属性51,,,,[],2026-05-07T07:42:42.970Z,,
29502,【待评审】支持NPU 故障以及统计原子能力,,,,[],2026-05-07T07:48:07.571Z,,
29501,【待评审】支持通过本板硬件信号获取远程单板的主备状态材料评审,,,,[],2026-05-07T07:47:16.819Z,,
29503,【待评审】支持Session资源新增UserName属性,,,,[],2026-05-07T07:48:47.934Z,,
29515,【待评审】redfish Thermal资源新增Action和属性52,,,,[],2026-05-07T11:38:13.385Z,,
29514,【待评审】支持Session资源新增UserName属性 2,,,,[],2026-05-07T11:37:40.939Z,,
29516,【待评审】支持NPU 故障以及统计原子能力 2,,,,[],2026-05-07T12:20:33.455Z,,
